Date,Open,High,Low,Close,Adj Close,Volume
2023-05-26,38.790001,38.790001,38.790001,38.790001,38.790001,610
2023-05-29,37.000000,40.720001,36.860001,40.720001,40.720001,804
2023-05-30,42.750000,42.750000,42.750000,42.750000,42.750000,1991
2023-05-31,44.849998,44.880001,42.750000,44.849998,44.849998,1678
2023-06-01,42.610001,47.090000,42.610001,42.610001,42.610001,1951
2023-06-02,40.480000,40.480000,40.480000,40.480000,40.480000,445
2023-06-05,39.669998,42.250000,38.459999,42.220001,42.220001,1900
2023-06-06,44.189999,44.330002,40.119999,44.320000,44.320000,864
2023-06-07,42.119999,46.529999,42.119999,46.500000,46.500000,6062
2023-06-08,46.439999,46.439999,44.180000,44.180000,44.180000,907
2023-06-09,41.980000,41.980000,41.980000,41.980000,41.980000,470
2023-06-12,40.009998,40.009998,39.889999,39.889999,39.889999,1446
2023-06-13,37.900002,37.900002,37.900002,37.900002,37.900002,2834
2023-06-14,36.959999,39.790001,36.959999,39.790001,39.790001,5994
2023-06-15,41.750000,41.750000,39.500000,39.500000,39.500000,4571
2023-06-16,41.470001,41.470001,39.500000,39.500000,39.500000,1013
2023-06-19,39.500000,41.470001,37.540001,37.560001,37.560001,1890
2023-06-20,35.689999,39.389999,35.689999,39.369999,39.369999,3668
2023-06-21,38.990002,39.990002,37.410000,39.980000,39.980000,1397
2023-06-22,39.990002,39.990002,38.000000,38.000000,38.000000,2113
2023-06-23,38.000000,38.000000,38.000000,38.000000,38.000000,4
2023-06-26,39.900002,39.900002,38.000000,39.000000,39.000000,41
2023-06-27,39.779999,39.779999,39.000000,39.000000,39.000000,403
2023-06-28,null,null,null,null,null,null
2023-06-30,40.950001,40.950001,37.110001,40.400002,40.400002,2061
2023-07-03,40.990002,40.990002,38.560001,39.560001,39.560001,367
2023-07-04,37.599998,40.540001,37.599998,40.500000,40.500000,664
2023-07-05,38.509998,40.000000,38.509998,39.849998,39.849998,1251
2023-07-06,38.009998,41.000000,38.009998,41.000000,41.000000,731
2023-07-07,40.990002,40.990002,38.950001,39.049999,39.049999,813
2023-07-10,39.990002,39.990002,37.110001,39.000000,39.000000,231
2023-07-11,40.900002,40.900002,37.060001,40.830002,40.830002,996
2023-07-12,40.860001,40.860001,38.790001,40.799999,40.799999,479
2023-07-13,40.700001,40.700001,40.700001,40.700001,40.700001,1
2023-07-14,40.700001,40.700001,38.669998,39.000000,39.000000,150
2023-07-17,39.000000,39.000000,37.099998,38.950001,38.950001,2656
2023-07-18,37.020000,38.939999,37.009998,37.320000,37.320000,700
2023-07-19,37.020000,37.919998,35.470001,37.790001,37.790001,612
2023-07-20,37.000000,37.990002,37.000000,37.990002,37.990002,31
2023-07-21,37.990002,37.990002,37.009998,37.009998,37.009998,122
2023-07-24,37.009998,38.860001,35.509998,38.840000,38.840000,1068
2023-07-25,38.990002,38.990002,36.900002,36.900002,36.900002,544
2023-07-26,35.060001,38.400002,35.060001,35.990002,35.990002,3286
2023-07-27,34.900002,36.000000,34.900002,35.500000,35.500000,132
2023-07-28,36.990002,36.990002,33.730000,36.810001,36.810001,525
2023-07-31,36.840000,36.840000,34.970001,36.500000,36.500000,33
2023-08-01,35.000000,36.099998,34.680000,34.680000,34.680000,1309
2023-08-02,33.009998,35.490002,33.009998,33.540001,33.540001,785
2023-08-03,34.980000,34.980000,31.870001,33.500000,33.500000,1903
2023-08-04,34.490002,34.990002,31.850000,34.480000,34.480000,1110
2023-08-07,33.790001,34.000000,32.759998,33.980000,33.980000,644
2023-08-08,33.299999,33.299999,32.290001,32.290001,32.290001,508
2023-08-09,31.290001,33.900002,30.700001,33.889999,33.889999,3815
2023-08-10,33.889999,33.889999,32.500000,32.500000,32.500000,76
2023-08-11,32.500000,33.990002,32.500000,33.930000,33.930000,142
2023-08-14,32.250000,33.930000,32.250000,33.250000,33.250000,520
2023-08-16,33.250000,33.250000,33.250000,33.250000,33.250000,199
2023-08-17,33.250000,34.000000,31.600000,34.000000,34.000000,400
2023-08-18,34.990002,34.990002,34.470001,34.470001,34.470001,1228
2023-08-21,34.470001,34.470001,33.009998,33.009998,33.009998,888
2023-08-22,34.580002,34.580002,31.650000,33.000000,33.000000,1114
2023-08-23,33.000000,33.959999,31.500000,32.020000,32.020000,926
2023-08-24,32.000000,33.610001,32.000000,33.599998,33.599998,777
2023-08-25,32.930000,32.930000,32.599998,32.599998,32.599998,22
2023-08-28,32.599998,32.599998,31.200001,32.590000,32.590000,593
2023-08-29,32.349998,32.590000,31.010000,32.590000,32.590000,520
2023-08-30,31.000000,32.560001,31.000000,32.400002,32.400002,293
2023-08-31,33.000000,33.000000,32.500000,32.970001,32.970001,520
2023-09-01,32.000000,32.970001,32.000000,32.970001,32.970001,1151
2023-09-04,31.350000,32.970001,31.350000,32.959999,32.959999,499
2023-09-05,32.500000,33.299999,31.500000,31.860001,31.860001,1459
2023-09-06,33.000000,33.400002,32.000000,32.259998,32.259998,470
2023-09-07,33.000000,33.869999,32.000000,33.689999,33.689999,1401
2023-09-08,34.360001,35.189999,32.500000,34.959999,34.959999,2343
2023-09-11,34.959999,35.990002,33.220001,34.500000,34.500000,2176
2023-09-12,35.189999,35.779999,33.009998,34.590000,34.590000,550
2023-09-13,34.580002,34.580002,32.869999,32.869999,32.869999,250
2023-09-14,33.980000,34.490002,31.230000,32.000000,32.000000,1380
2023-09-15,32.009998,33.590000,31.000000,33.000000,33.000000,607
2023-09-18,33.599998,33.700001,32.500000,33.650002,33.650002,1347
2023-09-20,33.650002,33.990002,32.000000,33.700001,33.700001,505
2023-09-21,32.200001,33.669998,32.029999,32.040001,32.040001,560
2023-09-22,32.680000,33.599998,31.500000,33.430000,33.430000,725
2023-09-25,32.500000,33.599998,32.000000,33.000000,33.000000,538
2023-09-26,32.099998,33.500000,32.099998,33.459999,33.459999,76
2023-09-27,33.459999,33.459999,32.000000,33.430000,33.430000,157
2023-09-28,32.599998,33.430000,32.020000,32.070000,32.070000,1023
2023-09-29,33.430000,33.430000,31.000000,33.340000,33.340000,248
2023-10-03,33.490002,33.490002,31.700001,33.230000,33.230000,470
2023-10-04,33.200001,33.200001,33.180000,33.180000,33.180000,63
2023-10-05,32.520000,33.180000,31.950001,31.950001,31.950001,126
2023-10-06,31.950001,33.189999,30.620001,31.309999,31.309999,1484
2023-10-09,32.090000,32.849998,31.500000,31.500000,31.500000,1784
2023-10-10,32.900002,32.900002,31.600000,32.000000,32.000000,794
2023-10-11,32.000000,32.900002,31.500000,32.000000,32.000000,977
2023-10-12,32.000000,35.150002,30.000000,33.590000,33.590000,2986
2023-10-13,35.099998,35.099998,30.240000,34.580002,34.580002,6183
2023-10-16,35.000000,36.200001,31.219999,33.389999,33.389999,2902
2023-10-17,31.639999,36.200001,31.639999,34.000000,34.000000,3882
2023-10-18,34.880001,35.770000,33.000000,33.410000,33.410000,2571
2023-10-19,35.240002,35.400002,33.500000,33.500000,33.500000,2437
2023-10-20,36.500000,36.500000,31.549999,33.099998,33.099998,744
2023-10-23,32.439999,34.880001,30.000000,31.129999,31.129999,3478
2023-10-25,31.110001,33.990002,29.000000,33.779999,33.779999,1638
2023-10-26,37.150002,37.150002,31.250000,34.480000,34.480000,3437
2023-10-27,32.189999,35.340000,31.160000,33.990002,33.990002,3793
2023-10-30,34.000000,34.959999,32.750000,33.060001,33.060001,6588
2023-10-31,34.990002,36.360001,33.049999,34.480000,34.480000,4024
2023-11-01,37.000000,37.919998,33.799999,34.669998,34.669998,4066
2023-11-02,35.349998,37.000000,35.000000,36.570000,36.570000,2976
2023-11-03,38.400002,40.220001,35.060001,39.740002,39.740002,16846
2023-11-06,43.689999,43.709999,40.990002,43.709999,43.709999,8417
2023-11-07,45.889999,45.889999,45.700001,45.889999,45.889999,4962
2023-11-08,48.180000,48.180000,48.180000,48.180000,48.180000,3253
2023-11-09,50.580002,50.580002,45.779999,49.610001,49.610001,17025
2023-11-10,51.799999,52.090000,50.000000,52.090000,52.090000,13455
2023-11-13,55.310001,57.419998,55.310001,57.419998,57.419998,3369
2023-11-15,57.520000,60.290001,57.520000,60.290001,60.290001,1070
2023-11-16,63.299999,63.299999,63.299999,63.299999,63.299999,757
2023-11-17,66.459999,66.459999,66.459999,66.459999,66.459999,1067
2023-11-20,69.779999,69.779999,69.779999,69.779999,69.779999,524
2023-11-21,73.260002,73.260002,73.250000,73.260002,73.260002,17195
2023-11-22,76.900002,76.919998,75.699997,76.919998,76.919998,2999
2023-11-23,80.760002,80.760002,79.500000,80.760002,80.760002,13805
2023-11-24,76.730003,76.730003,76.730003,76.730003,76.730003,4726
2023-11-28,75.199997,75.199997,75.199997,75.199997,75.199997,1329
2023-11-29,73.699997,73.699997,73.699997,73.699997,73.699997,194
2023-11-30,72.230003,72.230003,72.230003,72.230003,72.230003,258
2023-12-01,70.790001,70.790001,70.790001,70.790001,70.790001,276
2023-12-04,69.379997,69.379997,69.379997,69.379997,69.379997,249
2023-12-05,68.000000,68.000000,68.000000,68.000000,68.000000,100
2023-12-06,66.639999,66.639999,66.639999,66.639999,66.639999,252
2023-12-07,65.309998,65.309998,65.309998,65.309998,65.309998,131
2023-12-08,64.010002,64.010002,64.010002,64.010002,64.010002,1162
2023-12-11,62.730000,62.730000,62.730000,62.730000,62.730000,262
2023-12-12,61.480000,61.480000,61.480000,61.480000,61.480000,765
2023-12-13,60.259998,60.259998,60.259998,60.259998,60.259998,132
2023-12-14,59.060001,59.060001,59.060001,59.060001,59.060001,293
2023-12-15,57.880001,57.880001,57.880001,57.880001,57.880001,151
2023-12-18,56.730000,56.730000,56.730000,56.730000,56.730000,245
2023-12-19,55.599998,55.599998,55.599998,55.599998,55.599998,717
2023-12-20,54.490002,54.490002,54.490002,54.490002,54.490002,355
2023-12-21,53.410000,53.410000,53.410000,53.410000,53.410000,179
2023-12-22,52.349998,52.349998,52.349998,52.349998,52.349998,229
2023-12-26,51.310001,51.310001,51.310001,51.310001,51.310001,441
2023-12-27,50.290001,50.290001,50.290001,50.290001,50.290001,859
2023-12-28,49.290001,49.290001,49.290001,49.290001,49.290001,182
2023-12-29,48.310001,48.310001,48.310001,48.310001,48.310001,227
2024-01-01,46.060001,50.720001,46.060001,50.720001,50.720001,7206
2024-01-02,52.000000,53.250000,52.000000,53.250000,53.250000,3361
2024-01-03,55.910000,55.910000,55.900002,55.910000,55.910000,4654
2024-01-04,58.599998,58.700001,58.549999,58.700001,58.700001,2597
2024-01-05,61.599998,61.630001,59.900002,61.630001,61.630001,3674
2024-01-08,64.709999,64.709999,58.549999,58.549999,58.549999,4027
2024-01-09,55.630001,58.549999,55.630001,55.630001,55.630001,9742
2024-01-10,54.520000,54.520000,54.520000,54.520000,54.520000,1610
2024-01-11,53.430000,55.610001,53.430000,53.560001,53.560001,5268
2024-01-12,53.560001,53.560001,52.500000,52.500000,52.500000,828
2024-01-15,53.439999,53.549999,53.439999,53.549999,53.549999,2405
